ocean_code;species_code;species_fao_code;ld1_class;lf_class;ratio
1;1;YFT;32.5;120;4
1;1;YFT;33.0;110;4
1;1;YFT;33.0;112;7
1;1;YFT;33.0;114;16
1;1;YFT;33.0;116;23
1;1;YFT;33.0;118;23
1;1;YFT;33.0;120;16
1;1;YFT;33.0;122;7
1;1;YFT;33.0;124;4
1;1;YFT;33.5;112;4
1;1;YFT;33.5;114;7
1;1;YFT;33.5;116;16
1;1;YFT;33.5;118;23
1;1;YFT;33.5;120;23
1;1;YFT;33.5;122;16
1;1;YFT;33.5;124;7
1;1;YFT;33.5;126;4
1;1;YFT;34.0;114;4
1;1;YFT;34.0;116;7
1;1;YFT;34.0;118;16
1;1;YFT;34.0;120;23
1;1;YFT;34.0;122;23
1;1;YFT;34.0;124;16
1;1;YFT;34.0;126;7
1;1;YFT;34.0;128;4
1;1;YFT;34.5;116;4
1;1;YFT;34.5;118;7
1;1;YFT;34.5;120;16
1;1;YFT;34.5;122;23
1;1;YFT;34.5;124;23
1;1;YFT;34.5;126;16
1;1;YFT;34.5;128;7
1;1;YFT;34.5;130;4
1;1;YFT;35.0;118;4
1;1;YFT;35.0;120;7
1;1;YFT;35.0;122;16
1;1;YFT;35.0;124;23
1;1;YFT;35.0;126;23
1;1;YFT;35.0;128;16
1;1;YFT;35.0;130;7
1;1;YFT;35.0;132;4
1;1;YFT;35.5;120;4
1;1;YFT;35.5;122;7
1;1;YFT;35.5;124;16
1;1;YFT;35.5;126;23
1;1;YFT;35.5;128;23
1;1;YFT;35.5;130;16
1;1;YFT;35.5;132;7
1;1;YFT;35.5;134;4
1;1;YFT;36.0;124;4
1;1;YFT;36.0;126;7
1;1;YFT;36.0;128;16
1;1;YFT;36.0;130;23
1;1;YFT;36.0;132;23
1;1;YFT;36.0;134;16
1;1;YFT;36.0;136;7
1;1;YFT;36.0;138;4
1;1;YFT;36.5;126;4
1;1;YFT;36.5;128;7
1;1;YFT;36.5;130;16
1;1;YFT;36.5;132;23
1;1;YFT;36.5;134;23
1;1;YFT;36.5;136;16
1;1;YFT;36.5;138;7
1;1;YFT;36.5;140;4
1;1;YFT;37.0;128;4
1;1;YFT;37.0;130;7
1;1;YFT;37.0;132;16
1;1;YFT;37.0;134;23
1;1;YFT;37.0;136;23
1;1;YFT;37.0;138;16
1;1;YFT;37.0;140;7
1;1;YFT;37.0;142;4
1;1;YFT;37.5;130;4
1;1;YFT;37.5;132;7
1;1;YFT;37.5;134;16
1;1;YFT;37.5;136;23
1;1;YFT;37.5;138;23
1;1;YFT;37.5;140;16
1;1;YFT;37.5;142;7
1;1;YFT;37.5;144;4
1;1;YFT;38.0;132;4
1;1;YFT;38.0;134;7
1;1;YFT;38.0;136;16
1;1;YFT;38.0;138;23
1;1;YFT;38.0;140;23
1;1;YFT;38.0;142;16
1;1;YFT;38.0;144;7
1;1;YFT;38.0;146;4
1;1;YFT;38.5;134;4
1;1;YFT;38.5;136;7
1;1;YFT;38.5;138;16
1;1;YFT;38.5;140;23
1;1;YFT;38.5;142;23
1;1;YFT;38.5;144;16
1;1;YFT;38.5;146;7
1;1;YFT;38.5;148;4
1;1;YFT;39.0;136;4
1;1;YFT;39.0;138;7
1;1;YFT;39.0;140;16
1;1;YFT;39.0;142;23
1;1;YFT;39.0;144;23
1;1;YFT;39.0;146;16
1;1;YFT;39.0;148;7
1;1;YFT;39.0;150;4
1;1;YFT;39.5;138;4
1;1;YFT;39.5;140;7
1;1;YFT;39.5;142;16
1;1;YFT;39.5;144;23
1;1;YFT;39.5;146;23
1;1;YFT;39.5;148;16
1;1;YFT;39.5;150;7
1;1;YFT;39.5;152;4
1;1;YFT;40.0;142;4
1;1;YFT;40.0;144;7
1;1;YFT;40.0;146;16
1;1;YFT;40.0;148;23
1;1;YFT;40.0;150;23
1;1;YFT;40.0;152;16
1;1;YFT;40.0;154;7
1;1;YFT;40.0;156;4
1;1;YFT;40.5;144;4
1;1;YFT;40.5;146;7
1;1;YFT;40.5;148;16
1;1;YFT;40.5;150;23
1;1;YFT;40.5;152;23
1;1;YFT;40.5;154;16
1;1;YFT;40.5;156;7
1;1;YFT;40.5;158;4
1;1;YFT;41.0;144;4
1;1;YFT;41.0;146;7
1;1;YFT;41.0;148;16
1;1;YFT;41.0;150;23
1;1;YFT;41.0;152;23
1;1;YFT;41.0;154;16
1;1;YFT;41.0;156;7
1;1;YFT;41.0;158;4
1;1;YFT;41.5;146;4
1;1;YFT;41.5;148;7
1;1;YFT;41.5;150;16
1;1;YFT;41.5;152;23
1;1;YFT;41.5;154;23
1;1;YFT;41.5;156;16
1;1;YFT;41.5;158;7
1;1;YFT;41.5;160;4
1;1;YFT;42.0;148;4
1;1;YFT;42.0;150;7
1;1;YFT;42.0;152;16
1;1;YFT;42.0;154;23
1;1;YFT;42.0;156;23
1;1;YFT;42.0;158;16
1;1;YFT;42.0;160;7
1;1;YFT;42.0;162;4
1;1;YFT;42.5;150;4
1;1;YFT;42.5;152;7
1;1;YFT;42.5;154;16
1;1;YFT;42.5;156;23
1;1;YFT;42.5;158;23
1;1;YFT;42.5;160;16
1;1;YFT;42.5;162;7
1;1;YFT;42.5;164;4
1;1;YFT;43.0;152;4
1;1;YFT;43.0;154;7
1;1;YFT;43.0;156;16
1;1;YFT;43.0;158;23
1;1;YFT;43.0;160;23
1;1;YFT;43.0;162;16
1;1;YFT;43.0;164;7
1;1;YFT;43.0;166;4
1;1;YFT;43.5;154;4
1;1;YFT;43.5;156;7
1;1;YFT;43.5;158;16
1;1;YFT;43.5;160;23
1;1;YFT;43.5;162;23
1;1;YFT;43.5;164;16
1;1;YFT;43.5;166;7
1;1;YFT;43.5;168;4
1;1;YFT;44.0;158;4
1;1;YFT;44.0;160;7
1;1;YFT;44.0;162;16
1;1;YFT;44.0;164;23
1;1;YFT;44.0;166;23
1;1;YFT;44.0;168;16
1;1;YFT;44.0;170;7
1;1;YFT;44.0;172;4
1;1;YFT;44.5;160;4
1;1;YFT;44.5;162;7
1;1;YFT;44.5;164;16
1;1;YFT;44.5;166;23
1;1;YFT;44.5;168;23
1;1;YFT;44.5;170;16
1;1;YFT;44.5;172;7
1;1;YFT;44.5;174;4
1;1;YFT;45.0;160;4
1;1;YFT;45.0;162;7
1;1;YFT;45.0;164;16
1;1;YFT;45.0;166;23
1;1;YFT;45.0;168;23
1;1;YFT;45.0;170;16
1;1;YFT;45.0;172;7
1;1;YFT;45.0;174;4
1;1;YFT;45.5;162;4
1;1;YFT;45.5;164;7
1;1;YFT;45.5;166;16
1;1;YFT;45.5;168;23
1;1;YFT;45.5;170;23
1;1;YFT;45.5;172;16
1;1;YFT;45.5;174;7
1;1;YFT;45.5;176;4
1;1;YFT;46.0;164;4
1;1;YFT;46.0;166;7
1;1;YFT;46.0;168;16
1;1;YFT;46.0;170;23
1;1;YFT;46.0;172;23
1;1;YFT;46.0;174;16
1;1;YFT;46.0;176;7
1;1;YFT;46.0;178;4
1;1;YFT;46.5;166;4
1;1;YFT;46.5;168;7
1;1;YFT;46.5;170;16
1;1;YFT;46.5;172;23
1;1;YFT;46.5;174;23
1;1;YFT;46.5;176;16
1;1;YFT;46.5;178;7
1;1;YFT;46.5;180;4
1;1;YFT;47.0;168;7
1;1;YFT;47.0;170;18
1;1;YFT;47.0;172;25
1;1;YFT;47.0;174;25
1;1;YFT;47.0;176;18
1;1;YFT;47.0;178;7
1;1;YFT;47.5;170;7
1;1;YFT;47.5;172;18
1;1;YFT;47.5;174;25
1;1;YFT;47.5;176;25
1;1;YFT;47.5;178;18
1;1;YFT;47.5;180;7
1;1;YFT;48.0;168;4
1;1;YFT;48.0;170;7
1;1;YFT;48.0;172;16
1;1;YFT;48.0;174;23
1;1;YFT;48.0;176;23
1;1;YFT;48.0;178;16
1;1;YFT;48.0;180;7
1;1;YFT;48.0;182;4
1;1;YFT;48.5;170;4
1;1;YFT;48.5;172;7
1;1;YFT;48.5;174;16
1;1;YFT;48.5;176;23
1;1;YFT;48.5;178;23
1;1;YFT;48.5;180;16
1;1;YFT;48.5;182;7
1;1;YFT;48.5;184;4
1;1;YFT;49.0;178;100
1;1;YFT;49.5;180;100
1;1;YFT;50.0;178;100
1;1;YFT;50.5;178;100
1;1;YFT;51.0;178;100
1;1;YFT;51.5;178;100
1;1;YFT;52.0;178;100
1;1;YFT;52.5;178;100
1;1;YFT;53.0;178;100
1;1;YFT;53.5;178;100
1;1;YFT;54.0;178;100
1;1;YFT;54.5;178;100
1;1;YFT;55.0;178;100
1;1;YFT;55.5;178;100
1;1;YFT;56.0;178;100
1;1;YFT;56.5;178;100
1;1;YFT;57.0;178;100
1;1;YFT;57.5;178;100
1;1;YFT;58.0;178;100
1;1;YFT;58.5;178;100
1;1;YFT;59.0;178;100
1;1;YFT;59.5;178;100
1;1;YFT;60.0;178;100
1;3;BET;10.0;28;7
1;3;BET;10.0;30;44
1;3;BET;10.0;32;43
1;3;BET;10.0;34;6
1;3;BET;10.5;28;1
1;3;BET;10.5;30;14
1;3;BET;10.5;32;51
1;3;BET;10.5;34;31
1;3;BET;10.5;36;3
1;3;BET;11.0;30;2
1;3;BET;11.0;32;25
1;3;BET;11.0;34;52
1;3;BET;11.0;36;20
1;3;BET;11.0;38;1
1;3;BET;11.5;32;5
1;3;BET;11.5;34;36
1;3;BET;11.5;36;46
1;3;BET;11.5;38;12
1;3;BET;11.5;40;1
1;3;BET;12.0;32;1
1;3;BET;12.0;34;11
1;3;BET;12.0;36;44
1;3;BET;12.0;38;37
1;3;BET;12.0;40;7
1;3;BET;12.5;34;2
1;3;BET;12.5;36;20
1;3;BET;12.5;38;48
1;3;BET;12.5;40;27
1;3;BET;12.5;42;3
1;3;BET;13.0;36;5
1;3;BET;13.0;38;29
1;3;BET;13.0;40;46
1;3;BET;13.0;42;18
1;3;BET;13.0;44;2
1;3;BET;13.5;36;1
1;3;BET;13.5;38;10
1;3;BET;13.5;40;38
1;3;BET;13.5;42;39
1;3;BET;13.5;44;11
1;3;BET;13.5;46;1
1;3;BET;14.0;38;2
1;3;BET;14.0;40;17
1;3;BET;14.0;42;42
1;3;BET;14.0;44;32
1;3;BET;14.0;46;7
1;3;BET;14.5;40;4
1;3;BET;14.5;42;25
1;3;BET;14.5;44;44
1;3;BET;14.5;46;23
1;3;BET;14.5;48;4
1;3;BET;15.0;40;1
1;3;BET;15.0;42;8
1;3;BET;15.0;44;33
1;3;BET;15.0;46;40
1;3;BET;15.0;48;16
1;3;BET;15.0;50;2
1;3;BET;15.5;42;2
1;3;BET;15.5;44;14
1;3;BET;15.5;46;39
1;3;BET;15.5;48;34
1;3;BET;15.5;50;10
1;3;BET;15.5;52;1
1;3;BET;16.0;44;4
1;3;BET;16.0;46;22
1;3;BET;16.0;48;41
1;3;BET;16.0;50;27
1;3;BET;16.0;52;6
1;3;BET;16.5;44;1
1;3;BET;16.5;46;8
1;3;BET;16.5;48;29
1;3;BET;16.5;50;39
1;3;BET;16.5;52;20
1;3;BET;16.5;54;3
1;3;BET;17.0;46;2
1;3;BET;17.0;48;13
1;3;BET;17.0;50;35
1;3;BET;17.0;52;35
1;3;BET;17.0;54;13
1;3;BET;17.0;56;2
1;3;BET;17.5;48;4
1;3;BET;17.5;50;19
1;3;BET;17.5;52;38
1;3;BET;17.5;54;29
1;3;BET;17.5;56;9
1;3;BET;17.5;58;1
1;3;BET;18.0;48;1
1;3;BET;18.0;50;7
1;3;BET;18.0;52;26
1;3;BET;18.0;54;38
1;3;BET;18.0;56;22
1;3;BET;18.0;58;5
1;3;BET;18.0;60;1
1;3;BET;18.5;50;2
1;3;BET;18.5;52;12
1;3;BET;18.5;54;31
1;3;BET;18.5;56;36
1;3;BET;18.5;58;16
1;3;BET;18.5;60;3
1;3;BET;19.0;52;4
1;3;BET;19.0;54;18
1;3;BET;19.0;56;35
1;3;BET;19.0;58;30
1;3;BET;19.0;60;11
1;3;BET;19.0;62;2
1;3;BET;19.5;52;1
1;3;BET;19.5;54;7
1;3;BET;19.5;56;23
1;3;BET;19.5;58;36
1;3;BET;19.5;60;24
1;3;BET;19.5;62;8
1;3;BET;19.5;64;1
1;3;BET;20.0;54;2
1;3;BET;20.0;56;11
1;3;BET;20.0;58;29
1;3;BET;20.0;60;33
1;3;BET;20.0;62;19
1;3;BET;20.0;64;5
1;3;BET;20.0;66;1
1;3;BET;20.5;56;4
1;3;BET;20.5;58;16
1;3;BET;20.5;60;33
1;3;BET;20.5;62;30
1;3;BET;20.5;64;14
1;3;BET;20.5;66;3
1;3;BET;21.0;56;1
1;3;BET;21.0;58;5
1;3;BET;21.0;60;18
1;3;BET;21.0;62;31
1;3;BET;21.0;64;29
1;3;BET;21.0;66;13
1;3;BET;21.0;68;3
1;3;BET;21.5;58;1
1;3;BET;21.5;60;6
1;3;BET;21.5;62;20
1;3;BET;21.5;64;33
1;3;BET;21.5;66;27
1;3;BET;21.5;68;11
1;3;BET;21.5;70;2
1;3;BET;22.0;60;1
1;3;BET;22.0;62;8
1;3;BET;22.0;64;22
1;3;BET;22.0;66;32
1;3;BET;22.0;68;25
1;3;BET;22.0;70;10
1;3;BET;22.0;72;2
1;3;BET;22.5;62;2
1;3;BET;22.5;64;9
1;3;BET;22.5;66;23
1;3;BET;22.5;68;32
1;3;BET;22.5;70;23
1;3;BET;22.5;72;9
1;3;BET;22.5;74;2
1;3;BET;23.0;64;3
1;3;BET;23.0;66;10
1;3;BET;23.0;68;24
1;3;BET;23.0;70;31
1;3;BET;23.0;72;22
1;3;BET;23.0;74;8
1;3;BET;23.0;76;2
1;3;BET;23.5;66;3
1;3;BET;23.5;68;12
1;3;BET;23.5;70;25
1;3;BET;23.5;72;30
1;3;BET;23.5;74;20
1;3;BET;23.5;76;8
1;3;BET;23.5;78;2
1;3;BET;24.0;66;1
1;3;BET;24.0;68;4
1;3;BET;24.0;70;13
1;3;BET;24.0;72;26
1;3;BET;24.0;74;28
1;3;BET;24.0;76;19
1;3;BET;24.0;78;7
1;3;BET;24.0;80;2
1;3;BET;24.5;68;1
1;3;BET;24.5;70;5
1;3;BET;24.5;72;15
1;3;BET;24.5;74;26
1;3;BET;24.5;76;29
1;3;BET;24.5;78;17
1;3;BET;24.5;80;6
1;3;BET;24.5;82;1
1;3;BET;25.0;70;1
1;3;BET;25.0;72;6
1;3;BET;25.0;74;16
1;3;BET;25.0;76;26
1;3;BET;25.0;78;28
1;3;BET;25.0;80;16
1;3;BET;25.0;82;6
1;3;BET;25.0;84;1
1;3;BET;25.5;72;2
1;3;BET;25.5;74;7
1;3;BET;25.5;76;17
1;3;BET;25.5;78;26
1;3;BET;25.5;80;26
1;3;BET;25.5;82;15
1;3;BET;25.5;84;6
1;3;BET;25.5;86;1
1;3;BET;26.0;74;2
1;3;BET;26.0;76;7
1;3;BET;26.0;78;18
1;3;BET;26.0;80;27
1;3;BET;26.0;82;25
1;3;BET;26.0;84;15
1;3;BET;26.0;86;5
1;3;BET;26.0;88;1
1;3;BET;26.5;76;2
1;3;BET;26.5;78;8
1;3;BET;26.5;80;19
1;3;BET;26.5;82;27
1;3;BET;26.5;84;24
1;3;BET;26.5;86;14
1;3;BET;26.5;88;5
1;3;BET;26.5;90;1
1;3;BET;27.0;76;1
1;3;BET;27.0;78;3
1;3;BET;27.0;80;9
1;3;BET;27.0;82;19
1;3;BET;27.0;84;26
1;3;BET;27.0;86;23
1;3;BET;27.0;88;13
1;3;BET;27.0;90;5
1;3;BET;27.0;92;1
1;3;BET;27.5;78;1
1;3;BET;27.5;80;3
1;3;BET;27.5;82;10
1;3;BET;27.5;84;20
1;3;BET;27.5;86;26
1;3;BET;27.5;88;22
1;3;BET;27.5;90;12
1;3;BET;27.5;92;5
1;3;BET;27.5;94;1
1;3;BET;28.0;80;1
1;3;BET;28.0;82;4
1;3;BET;28.0;84;11
1;3;BET;28.0;86;20
1;3;BET;28.0;88;26
1;3;BET;28.0;90;21
1;3;BET;28.0;92;12
1;3;BET;28.0;94;4
1;3;BET;28.0;96;1
1;3;BET;28.5;82;1
1;3;BET;28.5;84;4
1;3;BET;28.5;86;12
1;3;BET;28.5;88;21
1;3;BET;28.5;90;26
1;3;BET;28.5;92;20
1;3;BET;28.5;94;11
1;3;BET;28.5;96;4
1;3;BET;28.5;98;1
1;3;BET;29.0;84;1
1;3;BET;29.0;86;5
1;3;BET;29.0;88;12
1;3;BET;29.0;90;21
1;3;BET;29.0;92;25
1;3;BET;29.0;94;20
1;3;BET;29.0;96;11
1;3;BET;29.0;98;4
1;3;BET;29.0;100;1
1;3;BET;29.5;86;2
1;3;BET;29.5;88;5
1;3;BET;29.5;90;13
1;3;BET;29.5;92;21
1;3;BET;29.5;94;24
1;3;BET;29.5;96;19
1;3;BET;29.5;98;11
1;3;BET;29.5;100;4
1;3;BET;29.5;102;1
1;3;BET;30.0;88;2
1;3;BET;30.0;90;6
1;3;BET;30.0;92;13
1;3;BET;30.0;94;21
1;3;BET;30.0;96;25
1;3;BET;30.0;98;18
1;3;BET;30.0;100;10
1;3;BET;30.0;102;4
1;3;BET;30.0;104;1
1;3;BET;30.5;88;1
1;3;BET;30.5;90;2
1;3;BET;30.5;92;7
1;3;BET;30.5;94;14
1;3;BET;30.5;96;21
1;3;BET;30.5;98;22
1;3;BET;30.5;100;18
1;3;BET;30.5;102;10
1;3;BET;30.5;104;4
1;3;BET;30.5;106;1
1;3;BET;31.0;90;1
1;3;BET;31.0;92;2
1;3;BET;31.0;94;7
1;3;BET;31.0;96;14
1;3;BET;31.0;98;21
1;3;BET;31.0;100;23
1;3;BET;31.0;102;17
1;3;BET;31.0;104;10
1;3;BET;31.0;106;4
1;3;BET;31.0;108;1
1;3;BET;31.5;92;1
1;3;BET;31.5;94;3
1;3;BET;31.5;96;7
1;3;BET;31.5;98;15
1;3;BET;31.5;100;21
1;3;BET;31.5;102;22
1;3;BET;31.5;104;17
1;3;BET;31.5;106;9
1;3;BET;31.5;108;4
1;3;BET;31.5;110;1
1;3;BET;32.0;94;1
1;3;BET;32.0;96;3
1;3;BET;32.0;98;8
1;3;BET;32.0;100;15
1;3;BET;32.0;102;21
1;3;BET;32.0;104;22
1;3;BET;32.0;106;16
1;3;BET;32.0;108;9
1;3;BET;32.0;110;4
1;3;BET;32.0;112;1
1;3;BET;32.5;96;1
1;3;BET;32.5;98;3
1;3;BET;32.5;100;8
1;3;BET;32.5;102;15
1;3;BET;32.5;104;22
1;3;BET;32.5;106;21
1;3;BET;32.5;108;16
1;3;BET;32.5;110;9
1;3;BET;32.5;112;4
1;3;BET;32.5;114;1
1;3;BET;33.0;98;1
1;3;BET;33.0;100;4
1;3;BET;33.0;102;9
1;3;BET;33.0;104;16
1;3;BET;33.0;106;20
1;3;BET;33.0;108;20
1;3;BET;33.0;110;16
1;3;BET;33.0;112;9
1;3;BET;33.0;114;4
1;3;BET;33.0;116;1
1;3;BET;33.5;100;1
1;3;BET;33.5;102;4
1;3;BET;33.5;104;9
1;3;BET;33.5;106;16
1;3;BET;33.5;108;21
1;3;BET;33.5;110;20
1;3;BET;33.5;112;15
1;3;BET;33.5;114;9
1;3;BET;33.5;116;4
1;3;BET;33.5;118;1
1;3;BET;34.0;102;1
1;3;BET;34.0;104;4
1;3;BET;34.0;106;9
1;3;BET;34.0;108;16
1;3;BET;34.0;110;21
1;3;BET;34.0;112;20
1;3;BET;34.0;114;15
1;3;BET;34.0;116;9
1;3;BET;34.0;118;4
1;3;BET;34.0;120;1
1;3;BET;34.5;104;2
1;3;BET;34.5;106;5
1;3;BET;34.5;108;10
1;3;BET;34.5;110;16
1;3;BET;34.5;112;19
1;3;BET;34.5;114;20
1;3;BET;34.5;116;15
1;3;BET;34.5;118;8
1;3;BET;34.5;120;4
1;3;BET;34.5;122;1
1;3;BET;35.0;106;2
1;3;BET;35.0;108;5
1;3;BET;35.0;110;10
1;3;BET;35.0;112;16
1;3;BET;35.0;114;21
1;3;BET;35.0;116;19
1;3;BET;35.0;118;14
1;3;BET;35.0;120;8
1;3;BET;35.0;122;4
1;3;BET;35.0;124;1
1;3;BET;35.5;108;2
1;3;BET;35.5;110;5
1;3;BET;35.5;112;10
1;3;BET;35.5;114;16
1;3;BET;35.5;116;21
1;3;BET;35.5;118;19
1;3;BET;35.5;120;14
1;3;BET;35.5;122;8
1;3;BET;35.5;124;4
1;3;BET;35.5;126;1
1;3;BET;36.0;110;2
1;3;BET;36.0;112;5
1;3;BET;36.0;114;10
1;3;BET;36.0;116;16
1;3;BET;36.0;118;21
1;3;BET;36.0;120;19
1;3;BET;36.0;122;14
1;3;BET;36.0;124;8
1;3;BET;36.0;126;4
1;3;BET;36.0;128;1
1;3;BET;36.5;112;2
1;3;BET;36.5;114;6
1;3;BET;36.5;116;11
1;3;BET;36.5;118;16
1;3;BET;36.5;120;20
1;3;BET;36.5;122;18
1;3;BET;36.5;124;14
1;3;BET;36.5;126;8
1;3;BET;36.5;128;4
1;3;BET;36.5;130;1
1;3;BET;37.0;114;2
1;3;BET;37.0;116;6
1;3;BET;37.0;118;11
1;3;BET;37.0;120;16
1;3;BET;37.0;122;19
1;3;BET;37.0;124;18
1;3;BET;37.0;126;14
1;3;BET;37.0;128;8
1;3;BET;37.0;130;4
1;3;BET;37.0;132;2
1;3;BET;37.5;114;1
1;3;BET;37.5;116;3
1;3;BET;37.5;118;6
1;3;BET;37.5;120;11
1;3;BET;37.5;122;16
1;3;BET;37.5;124;18
1;3;BET;37.5;126;18
1;3;BET;37.5;128;14
1;3;BET;37.5;130;8
1;3;BET;37.5;132;4
1;3;BET;37.5;134;1
1;3;BET;38.0;116;1
1;3;BET;38.0;118;3
1;3;BET;38.0;120;6
1;3;BET;38.0;122;11
1;3;BET;38.0;124;16
1;3;BET;38.0;126;19
1;3;BET;38.0;128;18
1;3;BET;38.0;130;13
1;3;BET;38.0;132;8
1;3;BET;38.0;134;4
1;3;BET;38.0;136;1
1;3;BET;38.5;118;1
1;3;BET;38.5;120;3
1;3;BET;38.5;122;6
1;3;BET;38.5;124;11
1;3;BET;38.5;126;16
1;3;BET;38.5;128;20
1;3;BET;38.5;130;17
1;3;BET;38.5;132;13
1;3;BET;38.5;134;8
1;3;BET;38.5;136;4
1;3;BET;38.5;138;1
1;3;BET;39.0;120;1
1;3;BET;39.0;122;3
1;3;BET;39.0;124;7
1;3;BET;39.0;126;11
1;3;BET;39.0;128;16
1;3;BET;39.0;130;19
1;3;BET;39.0;132;17
1;3;BET;39.0;134;13
1;3;BET;39.0;136;8
1;3;BET;39.0;138;4
1;3;BET;39.0;140;1
1;3;BET;39.5;122;1
1;3;BET;39.5;124;3
1;3;BET;39.5;126;7
1;3;BET;39.5;128;11
1;3;BET;39.5;130;16
1;3;BET;39.5;132;19
1;3;BET;39.5;134;17
1;3;BET;39.5;136;13
