ocean_code;species_code;species_fao_code;ld1_class;lf_class;ratio
1;1;YFT;31.5;112;23
1;1;YFT;31.5;114;16
1;1;YFT;31.5;116;7
1;1;YFT;31.5;118;4
1;1;YFT;32.0;104;4
1;1;YFT;32.0;106;7
1;1;YFT;32.0;108;16
1;1;YFT;32.0;110;23
1;1;YFT;32.0;112;23
1;1;YFT;32.0;114;16
1;1;YFT;32.0;116;7
1;1;YFT;32.0;118;4
1;1;YFT;32.5;106;4
1;1;YFT;32.5;108;7
1;1;YFT;32.5;110;16
1;1;YFT;32.5;112;23
1;1;YFT;32.5;114;23
1;1;YFT;32.5;116;16
1;1;YFT;32.5;118;7
